file,chapter,title,words,hrefs,images,figures,code_blocks,callout_count,flags,changes
part-2-mathematical-robotics-and-control-foundations/module-07-control-for-ai-practitioners/section-7.3.html,Chapter 7: Control for AI Practitioners,"Section 7.3: PID control, intuition and tuning",1931,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-07-control-for-ai-practitioners/section-7.4.html,Chapter 7: Control for AI Practitioners,"Section 7.4: State-space control, LQR",1907,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-07-control-for-ai-practitioners/section-7.5.html,Chapter 7: Control for AI Practitioners,Section 7.5: Model predictive control (MPC) as receding-horizon optimization,2019,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-07-control-for-ai-practitioners/section-7.6.html,Chapter 7: Control for AI Practitioners,Section 7.6: Operational-space and whole-body control (preview for humanoids),2020,13,0,1,3,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-07-control-for-ai-practitioners/section-7.7.html,Chapter 7: Control for AI Practitioners,Section 7.7: Controllers vs. policies; when learning helps and when it makes control unsafe,2105,13,0,1,3,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.1.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation",Section 8.1: What sensors provide and what they cost,1973,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.2.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation","Section 8.2: Cameras, depth (stereo/structured light/ToF), LiDAR",1979,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.3.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation","Section 8.3: IMU, wheel odometry, joint encoders, proprioception",1946,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.4.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation","Section 8.4: Tactile and force/torque sensing (GelSight, DIGIT): preview",2008,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.5.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation",Section 8.5: Sensor noise and uncertainty models,1918,13,1,2,3,18,,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.6.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation","Section 8.6: Bayesian filtering: Kalman, EKF, particle filters",1919,13,0,1,3,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.7.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation",Section 8.7: Sensor fusion intuition and practice,1892,13,0,1,3,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-2-mathematical-robotics-and-control-foundations/module-08-sensors-perception-hardware-and-state-estimation/section-8.8.html,"Chapter 8: Sensors, Perception Hardware, and State Estimation",Section 8.8: Perception as an imperfect window into the world,1974,13,0,1,3,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-09-why-simulation-is-central/section-9.1.html,Chapter 9: Why Simulation Is Central,"Section 9.1: Why real-world learning is slow, costly, and risky",2050,22,1,1,2,14,,added reader-pathway callout
part-3-simulation-tooling-and-the-modern-stack/module-09-why-simulation-is-central/section-9.2.html,Chapter 9: Why Simulation Is Central,"Section 9.2: Simulation as data generator, testbed, and curriculum",1953,22,1,1,2,14,,added reader-pathway callout
part-3-simulation-tooling-and-the-modern-stack/module-09-why-simulation-is-central/section-9.3.html,Chapter 9: Why Simulation Is Central,"Section 9.3: Fidelity: physical, visual, behavioral",1853,22,1,1,2,14,,added reader-pathway callout
part-3-simulation-tooling-and-the-modern-stack/module-09-why-simulation-is-central/section-9.4.html,Chapter 9: Why Simulation Is Central,Section 9.4: The reality gap as a measurable quantity,1884,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-09-why-simulation-is-central/section-9.5.html,Chapter 9: Why Simulation Is Central,Section 9.5: The landscape of benchmark environments,1854,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.1.html,Chapter 10: Environments with Gymnasium (and PettingZoo),Section 10.1: Gym is dead; Gymnasium is the standard,1917,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.2.html,Chapter 10: Environments with Gymnasium (and PettingZoo),Section 10.2: Observation and action spaces,1838,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.3.html,Chapter 10: Environments with Gymnasium (and PettingZoo),Section 10.3: Reward design and termination,1832,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.4.html,Chapter 10: Environments with Gymnasium (and PettingZoo),Section 10.4: Vectorized environments; wrappers,1803,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.5.html,Chapter 10: Environments with Gymnasium (and PettingZoo),"Section 10.5: Rendering, logging, and debugging",1832,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.6.html,Chapter 10: Environments with Gymnasium (and PettingZoo),Section 10.6: Evaluation protocol and seeding,1809,22,0,0,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-10-environments-with-gymnasium-and-pettingzoo/section-10.7.html,Chapter 10: Environments with Gymnasium (and PettingZoo),Section 10.7: PettingZoo for multi-agent,1809,22,0,0,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.1.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.1: What Physics Simulators Model,1400,26,1,1,1,13,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.2.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.2: MuJoCo and the MJCF or URDF Model Formats,1530,24,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.3.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.3: MuJoCo MJX and MuJoCo Warp,1348,23,1,1,1,13,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.4.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.4: NVIDIA Isaac Sim and Isaac Lab,1357,26,1,1,1,13,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.5.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.5: The Newton Physics Engine and OpenUSD,1237,23,1,1,1,13,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.6.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.6: Genesis and Generative Multi-Physics,1245,23,0,0,1,13,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.7.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis","Section 11.7: Drake, SAPIEN, ROS 2, and Gazebo",1223,23,0,0,1,13,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-11-physics-simulators-mujoco-mjx-isaac-lab-genesis/section-11.8.html,"Chapter 11: Physics Simulators: MuJoCo, MJX, Isaac Lab, Genesis",Section 11.8: Choosing a Simulator,1999,23,0,0,7,13,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-12-benchmarks-and-task-suites/section-12.1.html,Chapter 12: Benchmarks and Task Suites,Section 12.1: Why standardized benchmarks matter,1814,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-12-benchmarks-and-task-suites/section-12.2.html,Chapter 12: Benchmarks and Task Suites,"Section 12.2: Manipulation: ManiSkill3, robosuite, RoboCasa, robomimic, RLBench",1871,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-12-benchmarks-and-task-suites/section-12.3.html,Chapter 12: Benchmarks and Task Suites,"Section 12.3: Lifelong and language-conditioned: LIBERO, CALVIN, Meta-World",1927,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-12-benchmarks-and-task-suites/section-12.4.html,Chapter 12: Benchmarks and Task Suites,Section 12.4: Household and long-horizon: BEHAVIOR-1K / OmniGibson,1874,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-12-benchmarks-and-task-suites/section-12.5.html,Chapter 12: Benchmarks and Task Suites,"Section 12.5: Navigation and social: Habitat 3.0, AI2-THOR / ProcTHOR",1897,22,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-12-benchmarks-and-task-suites/section-12.6.html,Chapter 12: Benchmarks and Task Suites,Section 12.6: Reading a leaderboard without fooling yourself,1820,22,0,0,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-13-domain-randomization-and-synthetic-data/section-13.1.html,Chapter 13: Domain Randomization and Synthetic Data,Section 13.1: Why synthetic variation matters,1834,23,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-13-domain-randomization-and-synthetic-data/section-13.2.html,Chapter 13: Domain Randomization and Synthetic Data,"Section 13.2: Visual, physics, sensor, and task randomization",1884,23,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-13-domain-randomization-and-synthetic-data/section-13.3.html,Chapter 13: Domain Randomization and Synthetic Data,Section 13.3: Curriculum and automatic randomization,1830,23,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-13-domain-randomization-and-synthetic-data/section-13.4.html,Chapter 13: Domain Randomization and Synthetic Data,Section 13.4: Photoreal rendering and tiled cameras,1857,23,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-13-domain-randomization-and-synthetic-data/section-13.5.html,Chapter 13: Domain Randomization and Synthetic Data,Section 13.5: real2sim2real and asset/scene reconstruction,1856,23,1,1,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-3-simulation-tooling-and-the-modern-stack/module-13-domain-randomization-and-synthetic-data/section-13.6.html,Chapter 13: Domain Randomization and Synthetic Data,Section 13.6: Randomization vs. realism; measuring transfer readiness,1854,23,0,0,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-14-reinforcement-learning-refresher/section-14.1.html,Chapter 14: Reinforcement Learning Refresher,Section 14.1: Learning from interaction; return and discounting,1797,22,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-14-reinforcement-learning-refresher/section-14.2.html,Chapter 14: Reinforcement Learning Refresher,Section 14.2: Policies and value functions,1759,22,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-14-reinforcement-learning-refresher/section-14.3.html,Chapter 14: Reinforcement Learning Refresher,Section 14.3: Exploration vs. exploitation,1728,22,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-14-reinforcement-learning-refresher/section-14.4.html,Chapter 14: Reinforcement Learning Refresher,Section 14.4: Model-free vs. model-based; on- vs. off-policy,1881,22,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-14-reinforcement-learning-refresher/section-14.5.html,Chapter 14: Reinforcement Learning Refresher,"Section 14.5: Why RL is hard in embodied systems (sample cost, reward, safety)",1946,22,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-15-policy-gradient-methods-and-ppo/section-15.1.html,Chapter 15: Policy Gradient Methods and PPO,Section 15.1: Direct policy optimization; stochastic policies,1827,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-15-policy-gradient-methods-and-ppo/section-15.2.html,Chapter 15: Policy Gradient Methods and PPO,Section 15.2: The policy gradient theorem; REINFORCE,1828,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-15-policy-gradient-methods-and-ppo/section-15.3.html,Chapter 15: Policy Gradient Methods and PPO,Section 15.3: Actor-critic and advantage estimation (GAE),1865,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-15-policy-gradient-methods-and-ppo/section-15.4.html,Chapter 15: Policy Gradient Methods and PPO,Section 15.4: Trust regions; TRPO to PPO,1826,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-15-policy-gradient-methods-and-ppo/section-15.5.html,Chapter 15: Policy Gradient Methods and PPO,Section 15.5: PPO in practice: the implementation details that matter,1919,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-15-policy-gradient-methods-and-ppo/section-15.6.html,Chapter 15: Policy Gradient Methods and PPO,Section 15.6: Reward shaping and its hazards,1804,23,0,0,2,14,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-16-value-based-and-off-policy-methods/section-16.1.html,Chapter 16: Value-Based and Off-Policy Methods,Section 16.1: Q-learning; deep Q-networks,1786,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-16-value-based-and-off-policy-methods/section-16.2.html,Chapter 16: Value-Based and Off-Policy Methods,Section 16.2: Replay buffers and target networks,1824,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-16-value-based-and-off-policy-methods/section-16.3.html,Chapter 16: Value-Based and Off-Policy Methods,"Section 16.3: Continuous control: DDPG, TD3, SAC",1826,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-16-value-based-and-off-policy-methods/section-16.4.html,Chapter 16: Value-Based and Off-Policy Methods,Section 16.4: Maximum-entropy RL,1786,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-16-value-based-and-off-policy-methods/section-16.5.html,Chapter 16: Value-Based and Off-Policy Methods,Section 16.5: Sample efficiency and off-policy failure modes,1880,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-17-massively-parallel-and-gpu-rl/section-17.1.html,Chapter 17: Massively Parallel and GPU RL,Section 17.1: Why thousands of parallel envs changed the field,1909,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-17-massively-parallel-and-gpu-rl/section-17.2.html,Chapter 17: Massively Parallel and GPU RL,Section 17.2: Learning to walk in minutes: the parallel-RL recipe,1951,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-17-massively-parallel-and-gpu-rl/section-17.3.html,Chapter 17: Massively Parallel and GPU RL,Section 17.3: Isaac Lab with SKRL / rl_games / RSL-RL,1914,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-17-massively-parallel-and-gpu-rl/section-17.4.html,Chapter 17: Massively Parallel and GPU RL,Section 17.4: MJX/Brax-training and JAX RL,1869,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-17-massively-parallel-and-gpu-rl/section-17.5.html,Chapter 17: Massively Parallel and GPU RL,Section 17.5: Teacher-student and privileged-information distillation,1855,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-17-massively-parallel-and-gpu-rl/section-17.6.html,Chapter 17: Massively Parallel and GPU RL,"Section 17.6: Throughput, wall-clock, and cost engineering",1827,23,0,0,2,14,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-18-reward-design-and-goal-specification/section-18.1.html,Chapter 18: Reward Design and Goal Specification,Section 18.1: Why rewards are dangerous,1810,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-18-reward-design-and-goal-specification/section-18.2.html,Chapter 18: Reward Design and Goal Specification,Section 18.2: Sparse vs. dense; shaping done right,1850,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-18-reward-design-and-goal-specification/section-18.3.html,Chapter 18: Reward Design and Goal Specification,Section 18.3: Goal-conditioned policies; hindsight experience replay,1851,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-18-reward-design-and-goal-specification/section-18.4.html,Chapter 18: Reward Design and Goal Specification,"Section 18.4: Reward hacking, with case studies",1835,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-18-reward-design-and-goal-specification/section-18.5.html,Chapter 18: Reward Design and Goal Specification,Section 18.5: Human preferences and learned reward models (RLHF for control),1935,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-18-reward-design-and-goal-specification/section-18.6.html,Chapter 18: Reward Design and Goal Specification,Section 18.6: Safety-aware and constrained rewards,1797,23,0,0,2,14,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-19-exploration-in-embodied-worlds/section-19.1.html,Chapter 19: Exploration in Embodied Worlds,Section 19.1: Why embodied exploration is expensive and risky,1888,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-19-exploration-in-embodied-worlds/section-19.2.html,Chapter 19: Exploration in Embodied Worlds,"Section 19.2: Intrinsic motivation, curiosity, count-based and novelty methods",1903,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-19-exploration-in-embodied-worlds/section-19.3.html,Chapter 19: Exploration in Embodied Worlds,Section 19.3: Safe exploration,1744,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-19-exploration-in-embodied-worlds/section-19.4.html,Chapter 19: Exploration in Embodied Worlds,Section 19.4: Exploration under partial observability,1807,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-20-sim-to-real-transfer-rl-focus/section-20.1.html,Chapter 20: Sim-to-Real Transfer (RL focus),Section 20.1: The reality gap revisited,1804,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-20-sim-to-real-transfer-rl-focus/section-20.2.html,Chapter 20: Sim-to-Real Transfer (RL focus),Section 20.2: What transfers and what does not,1867,23,1,1,2,14,,added reader-pathway callout
part-4-reinforcement-learning-for-embodied-agents/module-20-sim-to-real-transfer-rl-focus/section-20.3.html,Chapter 20: Sim-to-Real Transfer (RL focus),"Section 20.3: Domain randomization, system identification, adaptation (RMA)",1863,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-20-sim-to-real-transfer-rl-focus/section-20.4.html,Chapter 20: Sim-to-Real Transfer (RL focus),Section 20.4: Fine-tuning on hardware; safe real-world RL,1909,23,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-4-reinforcement-learning-for-embodied-agents/module-20-sim-to-real-transfer-rl-focus/section-20.5.html,Chapter 20: Sim-to-Real Transfer (RL focus),Section 20.5: Measuring transfer performance,1787,23,1,1,2,14,,added reader-pathway callout
part-5-learning-from-demonstration-and-robot-data/module-21-imitation-learning/section-21.1.html,Chapter 21: Imitation Learning,Section 21.1: Why learning from demonstration matters for robots,2238,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-21-imitation-learning/section-21.2.html,Chapter 21: Imitation Learning,Section 21.2: Behavior cloning; the distribution-shift problem,2932,22,1,1,8,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-21-imitation-learning/section-21.3.html,Chapter 21: Imitation Learning,Section 21.3: DAgger and dataset aggregation,2152,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-21-imitation-learning/section-21.4.html,Chapter 21: Imitation Learning,Section 21.4: Inverse reinforcement learning,2122,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-21-imitation-learning/section-21.5.html,Chapter 21: Imitation Learning,"Section 21.5: Sources of demonstrations: humans, planners, foundation models",2244,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.1.html,Chapter 22: Action Chunking and Diffusion Policies,Section 22.1: Why single-step prediction fails on real manipulation,2287,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.2.html,Chapter 22: Action Chunking and Diffusion Policies,Section 22.2: ACT (Action Chunking Transformer) and the cVAE formulation,3008,22,1,1,8,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.3.html,Chapter 22: Action Chunking and Diffusion Policies,"Section 22.3: ALOHA, ALOHA 2, and Mobile ALOHA",2196,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.4.html,Chapter 22: Action Chunking and Diffusion Policies,Section 22.4: Diffusion Policy: action generation by denoising,2226,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.5.html,Chapter 22: Action Chunking and Diffusion Policies,Section 22.5: Flow matching for actions,2172,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.6.html,Chapter 22: Action Chunking and Diffusion Policies,Section 22.6: VQ-BeT and discretized behavior modeling,2197,22,0,0,2,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-22-action-chunking-and-diffusion-policies/section-22.7.html,Chapter 22: Action Chunking and Diffusion Policies,Section 22.7: Choosing an action representation: a decision guide,2201,22,0,0,2,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-23-teleoperation-and-data-collection/section-23.1.html,Chapter 23: Teleoperation and Data Collection,Section 23.1: Why data is the bottleneck,2192,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-23-teleoperation-and-data-collection/section-23.2.html,Chapter 23: Teleoperation and Data Collection,"Section 23.2: Leader-follower teleoperation (ALOHA, GELLO)",2198,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-23-teleoperation-and-data-collection/section-23.3.html,Chapter 23: Teleoperation and Data Collection,Section 23.3: Handheld and in-the-wild collection (UMI),2971,22,1,1,8,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-23-teleoperation-and-data-collection/section-23.4.html,Chapter 23: Teleoperation and Data Collection,Section 23.4: Immersive/VR teleoperation (Open-TeleVision),2194,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-23-teleoperation-and-data-collection/section-23.5.html,Chapter 23: Teleoperation and Data Collection,"Section 23.5: Data quality, diversity, and labeling",2194,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-23-teleoperation-and-data-collection/section-23.6.html,Chapter 23: Teleoperation and Data Collection,Section 23.6: The LeRobotDataset format and pipeline,2176,22,0,0,2,18,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-24-robot-datasets-and-data-scaling-laws/section-24.1.html,Chapter 24: Robot Datasets and Data Scaling Laws,"Section 24.1: The major datasets: Open X-Embodiment, DROID, BridgeData V2, RH20T, RoboMIND, AgiBot World",2399,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-24-robot-datasets-and-data-scaling-laws/section-24.2.html,Chapter 24: Robot Datasets and Data Scaling Laws,"Section 24.2: Dataset structure, embodiment metadata, and licensing",2941,22,1,1,8,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-24-robot-datasets-and-data-scaling-laws/section-24.3.html,Chapter 24: Robot Datasets and Data Scaling Laws,Section 24.3: Cross-embodiment pooling,2138,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-24-robot-datasets-and-data-scaling-laws/section-24.4.html,Chapter 24: Robot Datasets and Data Scaling Laws,Section 24.4: Empirical data scaling laws in imitation learning,2253,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
